id_movimiento,id_sucursal,id_producto,fecha_registro,detalle,valorUnitario,cantidad,total,tipo
156,2,62,2022-01-05 05:36:00+00:00,Raqueta de tenis,67.9,1,67.9,E
157,3,5,2022-01-05 05:36:00+00:00,Sudadera con capucha,24.23,36,872.28,E
158,5,55,2022-01-05 05:36:00+00:00,Vajilla de porcelana,43.67,21,917.07,E
159,5,78,2022-01-05 05:36:00+00:00,Set de brochas de maquillaje,28.72,15,430.8,E
160,1,46,2022-01-05 06:30:00+00:00,Sofá gris,106.44,85,9047.4,E
161,2,69,2022-01-05 06:30:00+00:00,Pelota de golf,11.65,9,104.85,E
162,3,16,2022-01-05 06:30:00+00:00,Zapatos deportivos,55.34,48,2656.32,E
163,5,39,2022-01-05 06:30:00+00:00,Smartwatch Apple Watch,307.99,7,2155.93,E
164,5,58,2022-01-05 06:30:00+00:00,Cortina de ducha,14.36,73,1048.28,E
165,1,53,2022-01-05 07:24:00+00:00,Toallas de baño,12.22,71,867.62,E
166,1,85,2022-01-05 07:24:00+00:00,Crema para manos y cuerpo,7.38,156,1151.28,E
167,1,93,2022-01-05 07:24:00+00:00,Cereal,2.35,87,204.45,E
168,3,100,2022-01-05 07:24:00+00:00, El Gran Gatsby,7.69,100,769.0,E
169,4,29,2022-01-05 07:24:00+00:00,Mocasines de cuero,45.0,23,1035.0,E
170,5,46,2022-01-05 07:24:00+00:00,Sofá gris,111.2,101,11231.2,E
171,1,87,2022-01-05 08:18:00+00:00,Frijoles,1.51,162,244.62,E
172,1,121,2022-01-05 08:18:00+00:00,Amplificador de guitarra,89.2,5,446.0,E
173,4,59,2022-01-05 08:18:00+00:00,Estantería de madera,87.32,12,1047.84,E
174,4,100,2022-01-05 08:18:00+00:00, El Gran Gatsby,7.13,105,748.65,E
175,5,21,2022-01-05 08:18:00+00:00,Zapatos de tacón,62.63,9,563.67,E
176,5,101,2022-01-05 08:18:00+00:00, El Hobbit,6.21,515,3198.15,E
177,1,34,2022-01-05 09:12:00+00:00,Cámara Nikon,468.32,6,2809.92,E
178,1,67,2022-01-05 09:12:00+00:00,Patines en línea,60.99,3,182.97,E
179,2,42,2022-01-05 09:12:00+00:00,Teclado mecánico Logitech,76.32,18,1373.76,E
180,3,68,2022-01-05 09:12:00+00:00,Caña de pescar,41.99,6,251.94,E
181,5,19,2022-01-05 09:12:00+00:00,Sandalias de playa,10.45,55,574.75,E
182,5,54,2022-01-05 09:12:00+00:00,Cubiertos de acero inoxidable,27.05,28,757.4,E
183,1,13,2022-01-05 10:06:00+00:00,Jersey de punto,17.13,42,719.46,E
184,1,64,2022-01-05 10:06:00+00:00,Guantes de boxeo,37.55,9,337.95,E
185,1,82,2022-01-05 10:06:00+00:00,Kit de manicura y pedicura,19.99,36,719.64,E
186,1,105,2022-01-05 10:06:00+00:00, Orgullo y prejuicio,11.76,172,2022.72,E
187,2,10,2022-01-05 10:06:00+00:00,Traje de bajo,36.32,22,799.04,E
188,3,93,2022-01-05 10:06:00+00:00,Cereal,2.44,86,209.84,E
189,1,38,2022-01-05 11:00:00+00:00,Auriculares inalámbricos Bose,169.67,13,2205.71,E
190,1,118,2022-01-05 11:00:00+00:00,Piano digital Casio,671.17,1,671.17,E
191,3,27,2022-01-05 11:00:00+00:00,Zapatos náuticos,32.17,41,1318.97,E
192,3,29,2022-01-05 11:00:00+00:00,Mocasines de cuero,40.53,24,972.72,E
193,3,102,2022-01-05 11:00:00+00:00, Matar a un ruiseñor,5.83,196,1142.68,E
194,5,62,2022-01-05 11:00:00+00:00,Raqueta de tenis,60.07,2,120.14,E
195,2,47,2022-01-05 11:54:00+00:00,Mesa de comedor,71.7,33,2366.1,E
196,2,51,2022-01-05 11:54:00+00:00,Cojines decorativos,7.42,111,823.62,E
197,2,70,2022-01-05 11:54:00+00:00,Mancuernas,27.78,3,83.34,E
198,4,44,2022-01-05 11:54:00+00:00,Monitor de 27 pulgadas,212.03,6,1272.18,E
199,5,29,2022-01-05 11:54:00+00:00,Mocasines de cuero,41.13,13,534.69,E
200,1,48,2022-01-05 12:48:00+00:00,Juego de sabanas,36.93,59,2178.87,E
201,1,102,2022-01-05 12:48:00+00:00, Matar a un ruiseñor,5.51,190,1046.9,E
202,2,22,2022-01-05 12:48:00+00:00,Zapatos de vestir,79.66,29,2310.14,E
203,2,117,2022-01-05 12:48:00+00:00,Batería electrónica,281.31,1,281.31,E
204,3,39,2022-01-05 12:48:00+00:00,Smartwatch Apple Watch,294.51,8,2356.08,E
205,4,64,2022-01-05 12:48:00+00:00,Guantes de boxeo,38.32,9,344.88,E
206,2,58,2022-01-05 13:42:00+00:00,Cortina de ducha,16.01,59,944.59,E
207,2,111,2022-01-05 13:42:00+00:00,Figura de acción,9.02,147,1325.94,E
208,3,113,2022-01-05 13:42:00+00:00,Juguete de peluche,6.31,206,1299.86,E
209,4,39,2022-01-05 13:42:00+00:00,Smartwatch Apple Watch,311.11,6,1866.66,E
210,4,43,2022-01-05 13:42:00+00:00,Impresora HP,101.46,10,1014.6,E
211,5,104,2022-01-05 13:42:00+00:00, El viejo y el mar,5.65,610,3446.5,E
212,1,5,2022-01-05 14:36:00+00:00,Sudadera con capucha,25.62,43,1101.66,E
213,1,20,2022-01-05 14:36:00+00:00,Mocasines de ante,53.12,20,1062.4,E
214,4,21,2022-01-05 14:36:00+00:00,Zapatos de tacón,74.24,11,816.64,E
215,4,92,2022-01-05 14:36:00+00:00,Mermelada de fresa,1.77,33,58.41,E
216,4,109,2022-01-05 14:36:00+00:00,Pelota de fútbol,7.24,208,1505.92,E
217,1,23,2022-01-05 15:30:00+00:00,Zapatillas de running,90.43,22,1989.46,E
218,1,39,2022-01-05 15:30:00+00:00,Smartwatch Apple Watch,289.08,5,1445.4,E
219,1,57,2022-01-05 15:30:00+00:00,Cafetera,28.02,17,476.34,E
220,1,62,2022-01-05 15:30:00+00:00,Raqueta de tenis,66.1,4,264.4,E
221,4,47,2022-01-05 15:30:00+00:00,Mesa de comedor,69.74,36,2510.64,E
222,4,90,2022-01-05 15:30:00+00:00,Atún enlatado,1.01,80,80.8,E
223,1,14,2022-01-05 16:24:00+00:00,Parka acolchada,83.55,10,835.5,E
224,2,20,2022-01-05 16:24:00+00:00,Mocasines de ante,53.38,17,907.46,E
225,2,52,2022-01-05 16:24:00+00:00,Cortinas opacas,18.02,51,919.02,E
226,2,120,2022-01-05 16:24:00+00:00,Teclado Yamaha PSR-E373,243.68,3,731.04,E
227,3,108,2022-01-05 16:24:00+00:00,Juego de bloques,20.01,96,1920.96,E
228,1,66,2022-01-05 17:18:00+00:00,Casco de ciclismo,61.41,6,368.46,E
229,3,37,2022-01-05 17:18:00+00:00,Smartphone Samsung Galaxy,489.05,9,4401.45,E
230,4,37,2022-01-05 17:18:00+00:00,Smartphone Samsung Galaxy,410.74,10,4107.4,E
231,4,94,2022-01-05 17:18:00+00:00,Galletas,1.11,124,137.64,E
232,5,47,2022-01-05 17:18:00+00:00,Mesa de comedor,79.2,42,3326.4,E
233,2,34,2022-01-05 18:12:00+00:00,Cámara Nikon,547.14,3,1641.42,E
234,2,71,2022-01-05 18:12:00+00:00,Pelota de voleibol,16.02,8,128.16,E
235,3,78,2022-01-05 18:12:00+00:00,Set de brochas de maquillaje,25.86,21,543.06,E
236,5,68,2022-01-05 18:12:00+00:00,Caña de pescar,41.11,7,287.77,E
237,5,81,2022-01-05 18:12:00+00:00,Loción corporal de vainilla,9.14,119,1087.66,E
238,1,8,2022-01-05 19:06:00+00:00,Polo de rayas,14.67,67,982.89,E
239,1,36,2022-01-05 19:06:00+00:00,Parlante portátil JBL,86.82,31,2691.42,E
240,4,12,2022-01-05 19:06:00+00:00,Gorra de béisbol,8.37,84,703.08,E
241,5,23,2022-01-05 19:06:00+00:00,Zapatillas de running,85.68,17,1456.56,E
242,5,114,2022-01-05 19:06:00+00:00,Instrumento musical,29.06,43,1249.58,E
243,4,35,2022-01-05 20:00:00+00:00,Reproductor de Blu-ray LG,47.99,31,1487.69,E
244,4,71,2022-01-05 20:00:00+00:00,Pelota de voleibol,15.76,4,63.04,E
245,4,75,2022-01-05 20:00:00+00:00,Equipo de buceo,489.44,1,489.44,E
246,5,4,2022-01-05 20:00:00+00:00,Vestido de fiesta,50.72,22,1115.84,E
247,5,86,2022-01-05 20:00:00+00:00,Arroz,2.0,89,178.0,E
248,1,27,2022-01-05 20:54:00+00:00,Zapatos náuticos,33.94,43,1459.42,E
249,1,60,2022-01-05 20:54:00+00:00,Espejo de pared,33.36,14,467.04,E
250,1,70,2022-01-05 20:54:00+00:00,Mancuernas,28.96,5,144.8,E
251,2,82,2022-01-05 20:54:00+00:00,Kit de manicura y pedicura,21.58,27,582.66,E
252,3,32,2022-01-05 20:54:00+00:00,Laptop HP,649.19,8,5193.52,E
253,1,45,2022-01-05 21:48:00+00:00,Consola de videojuegos Xbox,399.3,4,1597.2,E
254,2,55,2022-01-05 21:48:00+00:00,Vajilla de porcelana,40.5,19,769.5,E
255,2,92,2022-01-05 21:48:00+00:00,Mermelada de fresa,1.73,39,67.47,E
256,3,91,2022-01-05 21:48:00+00:00,Leche en polvo,2.43,56,136.08,E
257,4,66,2022-01-05 21:48:00+00:00,Casco de ciclismo,57.36,2,114.72,E
258,1,28,2022-01-05 22:42:00+00:00,Botas de montaña,71.92,10,719.2,E
259,1,68,2022-01-05 22:42:00+00:00,Caña de pescar,47.83,3,143.49,E
260,2,13,2022-01-05 22:42:00+00:00,Jersey de punto,16.81,37,621.97,E
261,4,85,2022-01-05 22:42:00+00:00,Crema para manos y cuerpo,7.09,126,893.34,E
262,5,105,2022-01-05 22:42:00+00:00, Orgullo y prejuicio,11.05,180,1989.0,E
263,3,61,2022-01-05 23:36:00+00:00,Pelota de fútbol,14.72,8,117.76,E
264,3,80,2022-01-05 23:36:00+00:00,Aceite corporal de almendras,15.28,56,855.68,E
265,3,98,2022-01-05 23:36:00+00:00, Don Quijote de la Mancha,12.97,153,1984.41,E
266,4,32,2022-01-05 23:36:00+00:00,Laptop HP,598.98,5,2994.9,E
267,5,14,2022-01-05 23:36:00+00:00,Parka acolchada,92.26,11,1014.86,E
268,1,9,2022-01-06 00:30:00+00:00,Pijama de algodón,11.87,58,688.46,E
269,1,67,2022-01-06 00:30:00+00:00,Patines en línea,73.57,2,147.14,E
270,4,16,2022-01-06 00:30:00+00:00,Zapatos deportivos,53.5,33,1765.5,E
271,5,67,2022-01-06 00:30:00+00:00,Patines en línea,60.68,6,364.08,E
272,1,10,2022-01-06 01:24:00+00:00,Traje de bajo,38.16,14,534.24,E
273,1,43,2022-01-06 01:24:00+00:00,Impresora HP,117.2,10,1172.0,E
274,3,42,2022-01-06 01:24:00+00:00,Teclado mecánico Logitech,70.73,16,1131.68,E
275,3,66,2022-01-06 01:24:00+00:00,Casco de ciclismo,60.68,1,60.68,E
276,1,30,2022-01-06 02:18:00+00:00,Zapatillas de skate,52.47,31,1626.57,E
277,2,86,2022-01-06 02:18:00+00:00,Arroz,2.22,111,246.42,E
278,4,68,2022-01-06 02:18:00+00:00,Caña de pescar,46.05,5,230.25,E
279,5,94,2022-01-06 02:18:00+00:00,Galletas,1.06,105,111.3,E
280,2,44,2022-01-06 03:12:00+00:00,Monitor de 27 pulgadas,249.4,7,1745.8,E
281,3,96,2022-01-06 03:12:00+00:00, La Metamorfosis,8.84,316,2793.44,E
282,4,17,2022-01-06 03:12:00+00:00,Zapatillas de lona,23.62,95,2243.9,E
283,5,76,2022-01-06 03:12:00+00:00,Crema facial hidratante,18.86,100,1886.0,E
284,5,89,2022-01-06 03:12:00+00:00,Aceite de oliva,4.96,51,252.96,E
285,1,99,2022-01-06 04:06:00+00:00,1984,9.66,424,4095.84,E
286,3,7,2022-01-06 04:06:00+00:00,Abrigo de lana,71.32,12,855.84,E
287,4,110,2022-01-06 04:06:00+00:00,Juego de mesa,21.07,57,1200.99,E
288,4,116,2022-01-06 04:06:00+00:00,Guitarra acústica Yamaha FG800,198.01,1,198.01,E
289,5,20,2022-01-06 04:06:00+00:00,Mocasines de ante,53.99,24,1295.76,E
290,1,50,2022-01-06 05:00:00+00:00,Lámpara de techo,20.59,203,4179.77,E
291,1,78,2022-01-06 05:00:00+00:00,Set de brochas de maquillaje,27.76,24,666.24,E
292,3,74,2022-01-06 05:00:00+00:00,Tabla de surf,314.69,1,314.69,E
293,4,76,2022-01-06 05:00:00+00:00,Crema facial hidratante,18.66,117,2183.22,E
294,5,79,2022-01-06 05:00:00+00:00,Esmalte de uñas rojo intenso,6.47,156,1009.32,E
295,1,22,2022-01-06 05:54:00+00:00,Zapatos de vestir,68.39,32,2188.48,E
296,3,8,2022-01-06 05:54:00+00:00,Polo de rayas,14.93,59,880.87,E
297,3,66,2022-01-06 05:54:00+00:00,Casco de ciclismo,54.9,5,274.5,E
298,5,45,2022-01-06 05:54:00+00:00,Consola de videojuegos Xbox,338.94,5,1694.7,E
299,5,69,2022-01-06 05:54:00+00:00,Pelota de golf,10.93,11,120.23,E
300,1,76,2022-01-06 06:48:00+00:00,Crema facial hidratante,21.33,100,2133.0,E
301,2,21,2022-01-06 06:48:00+00:00,Zapatos de tacón,60.87,9,547.83,E
302,2,81,2022-01-06 06:48:00+00:00,Loción corporal de vainilla,9.89,125,1236.25,E
303,2,87,2022-01-06 06:48:00+00:00,Frijoles,1.36,160,217.6,E
304,2,99,2022-01-06 06:48:00+00:00,1984,8.74,393,3434.82,E
305,1,2,2022-01-06 07:42:00+00:00,Pantalón vaquero,37.1,48,1780.8,E
306,2,85,2022-01-06 07:42:00+00:00,Crema para manos y cuerpo,6.48,142,920.16,E
